Time,Lambda = 0.07903225806451612 & Delta = 0.07
0.0,100.0
0.041666666666666664,100.03288675922774
0.08333333333333333,100.0656869314022
0.125,100.09840068089481
0.16666666666666666,100.1310281721467
0.20833333333333331,100.1635695696658
0.24999999999999997,100.17367182467173
0.29166666666666663,100.15971347730506
0.3333333333333333,100.14580488958185
0.375,100.13194587090523
0.4166666666666667,100.11813623149882
0.45833333333333337,100.10437578240263
0.5,100.09066433546889
0.5416666666666666,100.07700170335802
0.5833333333333333,100.06338769953449
0.6249999999999999,100.0498221382628
0.6666666666666665,100.03630483460348
0.7083333333333331,100.02283560440908
0.7499999999999998,100.00941426432017
0.7916666666666664,99.9960406317614
0.833333333333333,99.9827145249376
0.8749999999999997,99.96943576282985
0.9166666666666663,99.95620416519161
0.9583333333333329,99.94301955254484
0.9999999999999996,99.92988174617622
1.0416666666666663,99.91679056813328
1.083333333333333,99.90374584122064
1.1249999999999998,99.89074738899625
1.1666666666666665,99.87779503576763
1.2083333333333333,99.86488860658817
1.25,99.82636110455715
1.2916666666666667,99.78798983506482
1.3333333333333335,99.74977405651357
1.3750000000000002,99.71171303162468
1.416666666666667,99.67380602740714
1.4583333333333337,99.63605231512688
1.5000000000000004,99.59845117027619
1.5416666666666672,99.56100187254349
1.583333333333334,99.52370370578315
1.6250000000000007,99.4865559579859
1.6666666666666674,99.44955792124918
1.7083333333333341,99.41270889174798
1.7500000000000009,99.37600816970576
1.7916666666666676,99.33945505936568
1.8333333333333344,99.30304886896215
1.875000000000001,99.26678891069253
1.9166666666666679,99.23067450068908
1.9583333333333346,99.1947049589912
2.0000000000000013,99.15887960951781
2.041666666666668,99.12319778004017
2.0833333333333344,99.0876588021546
2.125000000000001,99.05226201125582
2.1666666666666674,99.01700674651015
2.208333333333334,98.98189235082923
2.2500000000000004,98.91981796356336
2.291666666666667,98.85802507706839
2.3333333333333335,98.79651211357866
2.375,98.7352775065691
2.4166666666666665,98.6743197006553
2.458333333333333,98.61363715149479
2.4999999999999996,98.55322832568926
2.541666666666666,98.49309170068797
2.5833333333333326,98.43322576469193
2.624999999999999,98.3736290165594
2.6666666666666656,98.31429996571218
2.708333333333332,98.25523713204292
2.7499999999999987,98.19643904582347
2.791666666666665,98.13790424761419
2.8333333333333317,98.07963128817413
2.8749999999999982,98.02161872837222
2.9166666666666647,97.96386513909943
2.9583333333333313,97.90636910118174
2.999999999999998,97.84912920529406
3.0416666666666643,97.79214405187511
3.083333333333331,97.7354122510431
3.1249999999999973,97.67893242251228
3.166666666666664,97.6227031955105
3.2083333333333304,97.56672320869737
3.249999999999997,97.51099111008358
3.2916666666666634,97.42723783230052
3.33333333333333,97.34390294342725
3.3749999999999964,97.26098376465133
3.416666666666663,97.17847763933443
3.4583333333333295,97.09638193278312
3.499999999999996,97.0146940320224
3.5416666666666625,96.93341134557231
3.583333333333329,96.85253130322695
3.6249999999999956,96.77205135583652
3.666666666666662,96.69196897509188
3.7083333333333286,96.61228165331175
3.749999999999995,96.53298690323261
3.7916666666666616,96.45408225780109
3.833333333333328,96.37556526996893
3.8749999999999947,96.2974335124904
3.916666666666661,96.21968457772225
3.9583333333333277,96.14231607742599
3.9999999999999942,96.06532564257263
4.041666666666661,95.98871092314977
4.083333333333328,95.91246958797097
4.124999999999995,95.83659932448751
4.166666666666662,95.76109783860225
4.208333333333329,95.68596285448595
4.249999999999996,95.61119211439551
4.2916666666666625,95.50757351271635
4.3333333333333295,95.4045188127751
4.3749999999999964,95.30202397807275
4.416666666666663,95.20008500981139
4.45833333333333,95.09869794645432
4.499999999999997,94.99785886329259
4.541666666666664,94.89756387201737
4.583333333333331,94.7978091202984
4.624999999999998,94.69859079136819
4.666666666666665,94.59990510361206
4.708333333333332,94.50174831016382
4.749999999999999,94.40411669850701
4.791666666666666,94.30700659008163
4.833333333333333,94.21041433989625
4.875,94.11433633614546
4.916666666666667,94.01876899983256
4.958333333333334,93.92370878439736
5.000000000000001,93.82915217534897
5.041666666666668,93.73509568990374
5.083333333333335,93.64153587662797
