Time,Lambda = 0.07 & Alpha = 0.08
0.0,100.0
0.041666666666666664,100.02913265791328
0.08333333333333333,100.05819737443247
0.125,100.08719426375998
0.16666666666666666,100.11612344014146
0.20833333333333331,100.1449850178643
0.24999999999999997,98.45110370264833
0.29166666666666663,96.52846938722051
0.3333333333333333,96.56538021425769
0.375,96.60221165721514
0.4166666666666667,96.63896381575817
0.45833333333333337,96.6756367897965
0.5,96.71223067948196
0.5416666666666666,96.7487455852062
0.5833333333333333,96.78518160759843
0.6249999999999999,96.82153884752317
0.6666666666666665,96.85781740607797
0.7083333333333331,96.89401738459118
0.7499999999999998,96.93013888461968
0.7916666666666664,96.96618200794663
0.833333333333333,97.00214685657933
0.8749999999999997,97.0380335327469
0.9166666666666663,97.07384213889812
0.9583333333333329,97.10957277769916
0.9999999999999996,97.14522555203145
1.0416666666666663,97.18080056498947
1.083333333333333,97.21629791987851
1.1249999999999998,97.25171772021254
1.1666666666666665,97.28706006971201
1.2083333333333333,97.32232507230171
1.25,95.25214408189991
1.2916666666666667,95.29175604282803
1.3333333333333335,95.33128545340777
1.3750000000000002,95.37073240380789
1.416666666666667,95.41009698452139
1.4583333333333337,95.44937928636294
1.5000000000000004,95.48857940046646
1.5416666666666672,95.52769741828267
1.583333333333334,95.56673343157652
1.6250000000000007,95.6056875324248
1.6666666666666674,95.64455981321359
1.7083333333333341,95.68335036663593
1.7500000000000009,95.72205928568926
1.7916666666666676,95.76068666367297
1.8333333333333344,95.79923259418602
1.875000000000001,95.8376971711245
1.9166666666666679,95.87608048867916
1.9583333333333346,95.914382641333
2.0000000000000013,95.95260372385889
2.041666666666668,95.99074383131709
2.0833333333333344,96.0288030590529
2.125000000000001,96.0667815026943
2.1666666666666674,96.10467925814945
2.208333333333334,96.14249642160439
2.2500000000000004,93.92227810177053
2.291666666666667,93.96461381114123
2.3333333333333335,94.00686423763462
2.375,94.04902945951937
2.4166666666666665,94.09110955547222
2.458333333333333,94.13310460457515
2.4999999999999996,94.17501468631295
2.541666666666666,94.21683988057036
2.5833333333333326,94.25858026762954
2.624999999999999,94.3002359281674
2.6666666666666656,94.34180694325295
2.708333333333332,94.38329339434466
2.7499999999999987,94.4246953632879
2.791666666666665,94.46601293231218
2.8333333333333317,94.50724618402873
2.8749999999999982,94.54839520142767
2.9166666666666647,94.58946006787554
2.9583333333333313,94.63044086711265
2.999999999999998,94.67133768325048
3.0416666666666643,94.71215060076915
3.083333333333331,94.7528797045147
3.1249999999999973,94.79352507969662
3.166666666666664,94.83408681188524
3.2083333333333304,94.87456498700912
3.249999999999997,94.91495969135252
3.2916666666666634,92.54317556297187
3.33333333333333,92.58823809132096
3.3749999999999964,92.63321309353584
3.416666666666663,92.67810063363278
3.4583333333333295,92.72290077612189
3.499999999999996,92.76761358600434
3.5416666666666625,92.81223912876965
3.583333333333329,92.8567774703928
3.6249999999999956,92.90122867733163
3.666666666666662,92.94559281652394
3.7083333333333286,92.98986995538486
3.749999999999995,93.03406016180394
3.7916666666666616,93.07816350414252
3.833333333333328,93.12218005123098
3.8749999999999947,93.16610987236591
3.916666666666661,93.20995303730744
3.9583333333333277,93.25370961627647
3.9999999999999942,93.29737967995193
4.041666666666661,93.34096329946809
4.083333333333328,93.38446054641177
4.124999999999995,93.42787149281968
4.166666666666662,93.4711962111756
4.208333333333329,93.51443477440779
4.249999999999996,93.55758725588619
4.2916666666666625,91.02359616873085
4.3333333333333295,91.07154798338226
4.3749999999999964,91.11941047092118
4.416666666666663,91.167183677707
4.45833333333333,91.21486765068443
4.499999999999997,91.26246243738059
4.541666666666664,91.30996808590236
4.583333333333331,91.35738464493339
4.624999999999998,91.40471216373142
4.666666666666665,91.45195069212534
4.708333333333332,91.49910028051248
4.749999999999999,91.54616097985576
4.791666666666666,91.59313284168086
4.833333333333333,91.6400159180734
4.875,91.68681026167623
4.916666666666667,91.7335159256864
4.958333333333334,91.78013296385262
5.000000000000001,91.82666143047224
5.041666666666668,91.87310138038853
5.083333333333335,91.91945286898786
5.125000000000002,91.9657159521969
5.166666666666669,92.01189068647986
5.208333333333336,92.05797712883553
5.250000000000003,92.10397533679472
5.29166666666667,92.1498853684172
5.333333333333337,92.19570728228913
5.3750000000000036,92.24144113752011
5.4166666666666705,92.28708699374047
5.4583333333333375,92.33264491109838
5.500000000000004,92.37811495025724
5.541666666666671,92.42349717239267
5.583333333333338,92.46879163918987
5.625000000000005,92.51399841284082
5.666666666666672,92.55911755604143
5.708333333333339,92.60414913198882
