Time,PSI = 0.9 & Fraction Size = 0.0 & Delta = 0.0,PSI = 0.9 & Fraction Size = 0.0 & Delta = 0.02,PSI = 0.9 & Fraction Size = 0.0 & Delta = 0.04,PSI = 0.9 & Fraction Size = 0.0 & Delta = 0.06,PSI = 0.9 & Fraction Size = 0.0 & Delta = 0.08,PSI = 0.9 & Fraction Size = 0.0 & Delta = 0.1,PSI = 0.9 & Fraction Size = 0.0 & Delta = 0.12,PSI = 0.9 & Fraction Size = 0.0 & Delta = 0.14,PSI = 0.9 & Fraction Size = 0.0 & Delta = 0.16,PSI = 0.9 & Fraction Size = 0.0 & Delta = 0.18,PSI = 0.9 & Fraction Size = 0.0 & Delta = 0.2
1.7499999999999998,101.63162437614108,101.53918290656492,101.44306836078145,101.34305738192796,101.23890812893256,101.13035832401029,101.01712304732457,100.89889223977308,100.77532786781578,100.64606069575173,100.51068660053753
1.7916666666666665,101.6676900940362,101.56768824880967,101.46372863868545,101.35557156621086,101.24295757912569,101.12560539241804,101.00320954245775,100.87543773201813,100.74192781760179,100.60228438155359,100.45607482062947
1.833333333333333,101.70363129737997,101.59609097540687,101.4843113759741,101.36803678825484,101.24699051365508,101.12087266746046,100.98935769825333,100.85209158190078,100.70868863919483,100.55872791690604,100.40174906073948
1.8749999999999996,101.7394483195025,101.62439139424376,101.50481683069364,101.38045322727764,101.25100699855928,101.11616006137234,100.97556722516848,100.82885324150541,100.67560945958145,100.51539002504904,100.3477075476494
1.9166666666666663,101.77514149358296,101.65258981276334,101.52524526029288,101.39282106194051,101.2550070996236,101.11146748678527,100.96183783515961,100.80572216610211,100.64268941136821,100.47226943822872,100.29394852173944
1.958333333333333,101.81071115264314,101.68068653796085,101.54559692162229,101.40514047034928,101.25899088238111,101.10679485672573,100.9481692416734,100.78269781412448,100.60992763273758,100.42936489761915,100.24047023685891
1.9999999999999996,101.8461576295408,101.70868187638044,101.56587207093337,101.4174116300552,101.26295841211339,101.1021420846131,100.93456115963792,100.75977964714772,100.57732326740431,100.38667515324494,100.18727096019857
2.041666666666666,101.88148125696354,101.73657613411173,101.58607096387779,101.42963471805587,101.26690975385145,101.09750908425787,100.9210133054538,100.7369671298669,100.54487546457216,100.34419896390462,100.13434897216429
2.083333333333333,101.91668236742227,101.76436961678654,101.6061938555067,101.44180991079611,101.27084497237661,101.09289576985965,100.90752539698548,100.71425973007533,100.51258337889111,100.30193509709487,100.08170256625223
2.125,101.95176129324497,101.79206262957558,101.62624100027006,101.45393738416901,101.27476413222139,101.08830205600538,100.89409715355252,100.69165691864313,100.48044617041488,100.25988232893548,100.0293300489255
2.1666666666666665,101.9867183665705,101.8196554771852,101.64621265201586,101.46601731351669,101.27866729767035,101.08372785766733,100.88072829592095,100.66915816949609,100.44846300455889,100.21803944409515,99.97722973949202
2.208333333333333,102.0215539193424,101.8471484638542,101.66610906398964,101.47804987363145,101.28255453276098,101.07917309020138,100.86741854629464,100.64676295959453,100.41663305205871,100.17640523571801,99.92539996998397
2.25,102.05626828330273,101.86645463148079,101.66913880150402,101.463868044237,101.2501525178638,101.02746141933332,100.79521862262844,100.55279774912627,100.29951658213434,100.03463072182606,99.75732635766948
2.291666666666667,102.09086178998608,101.88568779924647,101.6721561208336,101.44974912152362,101.2179058267107,100.9760173201119,100.72342154919914,100.45939744551983,100.18315825297951,99.89384393781258,99.59051253063933
2.3333333333333335,102.12533477071347,101.90484821439757,101.67516107213976,101.43569280960931,101.18581362303442,100.9248391642616,100.65202458178447,100.3665577733061,100.0675517270242,99.75403580677695,99.42494580966182
2.375,102.15968755658643,101.92393612357183,101.6781537053873,101.42169881414824,101.15387507589199,100.87392533570518,100.58102499975504,100.2742744985139,99.95269073536177,99.61519736070102,99.26061368288943
2.416666666666667,102.19392047848112,101.94295177279783,101.68113407034524,101.40776684232162,101.12208935962362,100.82327423045054,100.51042010582184,100.1825434281676,99.83856907682039,99.47731973881908,99.09750380310233
2.458333333333334,102.22803386704246,101.96189540749474,101.68410221658749,101.39389660282848,101.0904556538118,100.77288425647895,100.44020722578696,100.09136040979186,99.7251806170495,99.34039418601711,98.93560398500613
2.5000000000000004,102.26202805267826,101.98076727247188,101.68705819349357,101.38008780587664,101.05897314324088,100.72275383363448,100.37038370829764,100.00072133092364,99.61251928762118,99.20441205126062,98.77490220258277
2.541666666666667,102.29590336555357,101.99956761192844,101.6900020502493,101.36634016317375,101.02764101785691,100.67288139351473,100.30094692460318,99.91062211863128,99.50057908514583,99.0693647860505,98.61538658649326
2.583333333333334,102.32966013558496,102.01829666945305,101.6929338358476,101.35265338791821,100.99645847272801,100.62326537936264,100.23189426831529,99.82105873904047,99.38935407040228,98.93524394290633,98.45704542153108
2.625000000000001,102.36329869243484,102.0369546880236,101.69585359908909,101.33902719479043,100.96542470800503,100.57390424595961,100.16322315517127,99.73202719686705,99.27883836748154,98.80204117387655,98.29986714412514
2.6666666666666674,102.39681936550589,102.05554191000687,101.69876138858285,101.3254612999439,100.93453892888249,100.5247964595198,100.09493102280028,99.64352353495651,99.16902616294459,98.66974822907487,98.14384033989123
2.708333333333334,102.43022248393554,102.07405857715828,101.70165725274714,101.31195542099651,100.90380034556004,100.47594049758551,100.0270153304926,99.55554383383019,99.05991170499331,98.53835695524263,97.98895374123056
2.750000000000001,102.46350837659044,102.09250493062167,101.70454123981006,101.29850927702182,100.87320817320413,100.42733484892382,99.95947355897178,99.46808421123771,98.95148930265484,98.40785929433618,97.83519622497494
