Time,Lambda = 0.0 / Alpha = 0.15 / Delta = 0.0,Lambda = 0.01 / Alpha = 0.15 / Delta = 0.0,Lambda = 0.02 / Alpha = 0.15 / Delta = 0.0,Lambda = 0.03 / Alpha = 0.15 / Delta = 0.0,Lambda = 0.04 / Alpha = 0.15 / Delta = 0.0,Lambda = 0.05 / Alpha = 0.15 / Delta = 0.0,Lambda = 0.06 / Alpha = 0.15 / Delta = 0.0,Lambda = 0.07 / Alpha = 0.15 / Delta = 0.0,Lambda = 0.08 / Alpha = 0.15 / Delta = 0.0,Lambda = 0.09 / Alpha = 0.15 / Delta = 0.0,Lambda = 0.1 / Alpha = 0.15 / Delta = 0.0
1.375,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.4166666666666667,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.4583333333333335,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.5,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.5416666666666665,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.5833333333333333,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.625,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.6666666666666665,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.708333333333333,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.7499999999999998,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.7916666666666665,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.833333333333333,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.8749999999999996,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.9166666666666663,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.958333333333333,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
1.9999999999999996,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.041666666666666,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.083333333333333,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.125,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.1666666666666665,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.208333333333333,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.25,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.291666666666667,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.3333333333333335,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.375,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.416666666666667,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.458333333333334,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.5000000000000004,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.541666666666667,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.583333333333334,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.625000000000001,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.6666666666666674,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.708333333333334,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.750000000000001,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.791666666666668,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.8333333333333344,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.875000000000001,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.916666666666668,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
2.958333333333335,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.0000000000000013,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.041666666666668,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.0833333333333344,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.125000000000001,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.1666666666666674,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.208333333333334,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.2500000000000004,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.291666666666667,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.3333333333333335,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.375,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.4166666666666665,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.458333333333333,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.4999999999999996,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.541666666666666,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.5833333333333326,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.624999999999999,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.6666666666666656,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.708333333333332,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.7499999999999987,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.791666666666665,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.8333333333333317,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.8749999999999982,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.9166666666666647,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.9583333333333313,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
3.999999999999998,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.041666666666664,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.08333333333333,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.124999999999997,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.166666666666664,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.20833333333333,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.2499999999999964,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.291666666666663,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.33333333333333,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.3749999999999964,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.4166666666666625,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.4583333333333295,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.4999999999999964,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.5416666666666625,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.583333333333329,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.624999999999996,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.6666666666666625,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.708333333333329,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.749999999999995,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.791666666666662,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.833333333333329,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.874999999999995,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.916666666666661,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.958333333333328,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
4.999999999999995,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.041666666666661,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.083333333333328,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.124999999999995,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.166666666666662,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.208333333333329,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.249999999999996,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.2916666666666625,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.3333333333333295,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.3749999999999964,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.416666666666663,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.45833333333333,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.499999999999997,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.541666666666664,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.583333333333331,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.624999999999998,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.666666666666665,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.708333333333332,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.749999999999999,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.791666666666666,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.833333333333333,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.875,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.916666666666667,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
5.958333333333334,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.000000000000001,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.041666666666668,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.083333333333335,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.125000000000002,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.166666666666669,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.208333333333336,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.250000000000003,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.29166666666667,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.333333333333337,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.3750000000000036,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.4166666666666705,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.4583333333333375,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.500000000000004,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.541666666666671,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.583333333333338,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.625000000000005,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
6.666666666666672,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111,111.11111111111111
