Time,Lambda = 0.07903225806451612 / Alpha = 0.0 / Delta = 0.07
0.0,111.11111111111111
0.041666666666666664,111.11111111111111
0.08333333333333333,111.11111111111111
0.125,111.11111111111111
0.16666666666666666,111.11111111111111
0.20833333333333331,111.11111111111111
0.24999999999999997,103.33333333333333
0.29166666666666663,96.1
0.3333333333333333,96.1
0.375,96.1
0.4166666666666667,96.1
0.45833333333333337,96.1
0.5,96.1
0.5416666666666666,96.1
0.5833333333333333,96.1
0.6249999999999999,96.1
0.6666666666666665,96.1
0.7083333333333331,96.1
0.7499999999999998,96.1
0.7916666666666664,96.1
0.833333333333333,96.1
0.8749999999999997,96.1
0.9166666666666663,96.1
0.9583333333333329,96.1
0.9999999999999996,96.1
1.0416666666666663,96.1
1.083333333333333,96.1
1.1249999999999998,96.1
1.1666666666666665,96.1
1.2083333333333333,96.1
1.25,89.37299999999999
1.2916666666666667,89.37299999999999
1.3333333333333335,89.37299999999999
1.3750000000000002,89.37299999999999
1.416666666666667,89.37299999999999
1.4583333333333337,89.37299999999999
1.5000000000000004,89.37299999999999
1.5416666666666672,89.37299999999999
1.583333333333334,89.37299999999999
1.6250000000000007,89.37299999999999
1.6666666666666674,89.37299999999999
1.7083333333333341,89.37299999999999
1.7500000000000009,89.37299999999999
1.7916666666666676,89.37299999999999
1.8333333333333344,89.37299999999999
1.875000000000001,89.37299999999999
1.9166666666666679,89.37299999999999
1.9583333333333346,89.37299999999999
2.0000000000000013,89.37299999999999
2.041666666666668,89.37299999999999
2.0833333333333344,89.37299999999999
2.125000000000001,89.37299999999999
2.1666666666666674,89.37299999999999
2.208333333333334,89.37299999999999
2.2500000000000004,83.11688999999998
2.291666666666667,83.11688999999998
2.3333333333333335,83.11688999999998
2.375,83.11688999999998
2.4166666666666665,83.11688999999998
2.458333333333333,83.11688999999998
2.4999999999999996,83.11688999999998
2.541666666666666,83.11688999999998
2.5833333333333326,83.11688999999998
2.624999999999999,83.11688999999998
2.6666666666666656,83.11688999999998
2.708333333333332,83.11688999999998
2.7499999999999987,83.11688999999998
2.791666666666665,83.11688999999998
2.8333333333333317,83.11688999999998
2.8749999999999982,83.11688999999998
2.9166666666666647,83.11688999999998
2.9583333333333313,83.11688999999998
2.999999999999998,83.11688999999998
3.0416666666666643,83.11688999999998
3.083333333333331,83.11688999999998
3.1249999999999973,83.11688999999998
3.166666666666664,83.11688999999998
3.2083333333333304,83.11688999999998
3.249999999999997,83.11688999999998
3.2916666666666634,77.29870769999998
3.33333333333333,77.29870769999998
3.3749999999999964,77.29870769999998
3.416666666666663,77.29870769999998
3.4583333333333295,77.29870769999998
3.499999999999996,77.29870769999998
3.5416666666666625,77.29870769999998
3.583333333333329,77.29870769999998
3.6249999999999956,77.29870769999998
3.666666666666662,77.29870769999998
3.7083333333333286,77.29870769999998
3.749999999999995,77.29870769999998
3.7916666666666616,77.29870769999998
3.833333333333328,77.29870769999998
3.8749999999999947,77.29870769999998
3.916666666666661,77.29870769999998
3.9583333333333277,77.29870769999998
3.9999999999999942,77.29870769999998
4.041666666666661,77.29870769999998
4.083333333333328,77.29870769999998
4.124999999999995,77.29870769999998
4.166666666666662,77.29870769999998
4.208333333333329,77.29870769999998
4.249999999999996,77.29870769999998
4.2916666666666625,71.88779816099998
4.3333333333333295,71.88779816099998
4.3749999999999964,71.88779816099998
4.416666666666663,71.88779816099998
4.45833333333333,71.88779816099998
4.499999999999997,71.88779816099998
4.541666666666664,71.88779816099998
4.583333333333331,71.88779816099998
4.624999999999998,71.88779816099998
4.666666666666665,71.88779816099998
4.708333333333332,71.88779816099998
4.749999999999999,71.88779816099998
4.791666666666666,71.88779816099998
4.833333333333333,71.88779816099998
4.875,71.88779816099998
4.916666666666667,71.88779816099998
4.958333333333334,71.88779816099998
5.000000000000001,71.88779816099998
5.041666666666668,71.88779816099998
5.083333333333335,71.88779816099998
5.125000000000002,71.88779816099998
5.166666666666669,71.88779816099998
5.208333333333336,71.88779816099998
5.250000000000003,71.88779816099998
5.29166666666667,71.88779816099998
5.333333333333337,71.88779816099998
5.3750000000000036,71.88779816099998
5.4166666666666705,71.88779816099998
5.4583333333333375,71.88779816099998
5.500000000000004,71.88779816099998
5.541666666666671,71.88779816099998
5.583333333333338,71.88779816099998
5.625000000000005,71.88779816099998
5.666666666666672,71.88779816099998
5.708333333333339,71.88779816099998
5.750000000000006,71.88779816099998
5.791666666666673,71.88779816099998
5.83333333333334,71.88779816099998
5.875000000000007,71.88779816099998
5.916666666666674,71.88779816099998
5.958333333333341,71.88779816099998
6.000000000000008,71.88779816099998
6.041666666666675,71.88779816099998
6.083333333333342,71.88779816099998
6.125000000000009,71.88779816099998
6.166666666666676,71.88779816099998
6.208333333333343,71.88779816099998
6.25000000000001,71.88779816099998
6.291666666666677,71.88779816099998
6.333333333333344,71.88779816099998
6.375000000000011,71.88779816099998
6.416666666666678,71.88779816099998
6.458333333333345,71.88779816099998
6.5000000000000115,71.88779816099998
6.5416666666666785,71.88779816099998
6.5833333333333455,71.88779816099998
6.625000000000012,71.88779816099998
6.666666666666679,71.88779816099998
6.708333333333346,71.88779816099998
6.750000000000013,71.88779816099998
6.79166666666668,71.88779816099998
6.833333333333347,71.88779816099998
6.875000000000014,71.88779816099998
6.916666666666681,71.88779816099998
6.958333333333348,71.88779816099998
7.000000000000015,71.88779816099998
7.041666666666682,71.88779816099998
7.083333333333349,71.88779816099998
7.125000000000016,71.88779816099998
7.166666666666683,71.88779816099998
7.20833333333335,71.88779816099998
7.250000000000017,66.85565228972997
7.291666666666684,66.85565228972997
7.333333333333351,66.85565228972997
7.375000000000018,66.85565228972997
7.416666666666685,66.85565228972997
7.458333333333352,66.85565228972997
7.500000000000019,66.85565228972997
7.541666666666686,66.85565228972997
7.583333333333353,66.85565228972997
7.6250000000000195,66.85565228972997
7.6666666666666865,66.85565228972997
7.7083333333333535,66.85565228972997
7.75000000000002,66.85565228972997
7.791666666666687,66.85565228972997
7.833333333333354,66.85565228972997
7.875000000000021,66.85565228972997
7.916666666666688,66.85565228972997
7.958333333333355,66.85565228972997
8.000000000000021,66.85565228972997
8.041666666666687,66.85565228972997
8.083333333333353,66.85565228972997
8.12500000000002,66.85565228972997
8.166666666666686,66.85565228972997
8.208333333333352,66.85565228972997
8.250000000000018,62.17575662944887
8.291666666666684,62.17575662944887
8.33333333333335,62.17575662944887
8.375000000000016,62.17575662944887
8.416666666666682,62.17575662944887
8.458333333333348,62.17575662944887
8.500000000000014,62.17575662944887
8.54166666666668,62.17575662944887
8.583333333333346,62.17575662944887
8.625000000000012,62.17575662944887
8.666666666666679,62.17575662944887
8.708333333333345,62.17575662944887
8.75000000000001,62.17575662944887
8.791666666666677,62.17575662944887
8.833333333333343,62.17575662944887
8.875000000000009,62.17575662944887
8.916666666666675,62.17575662944887
8.958333333333341,62.17575662944887
9.000000000000007,62.17575662944887
9.041666666666673,62.17575662944887
9.08333333333334,62.17575662944887
9.125000000000005,62.17575662944887
9.166666666666671,62.17575662944887
9.208333333333337,62.17575662944887
9.250000000000004,57.82345366538745
9.29166666666667,57.82345366538745
9.333333333333336,57.82345366538745
9.375000000000002,57.82345366538745
9.416666666666668,57.82345366538745
9.458333333333334,57.82345366538745
9.5,57.82345366538745
9.541666666666666,57.82345366538745
9.583333333333332,57.82345366538745
9.624999999999998,57.82345366538745
9.666666666666664,57.82345366538745
9.70833333333333,57.82345366538745
9.749999999999996,57.82345366538745
9.791666666666663,57.82345366538745
9.833333333333329,57.82345366538745
9.874999999999995,57.82345366538745
9.91666666666666,57.82345366538745
9.958333333333327,57.82345366538745
9.999999999999993,57.82345366538745
10.041666666666659,57.82345366538745
10.083333333333325,57.82345366538745
10.124999999999991,57.82345366538745
10.166666666666657,57.82345366538745
10.208333333333323,57.82345366538745
10.24999999999999,57.82345366538745
10.291666666666655,53.775811908810326
10.333333333333321,53.775811908810326
10.374999999999988,53.775811908810326
10.416666666666654,53.775811908810326
10.45833333333332,53.775811908810326
10.499999999999986,53.775811908810326
10.541666666666652,53.775811908810326
10.583333333333318,53.775811908810326
10.624999999999984,53.775811908810326
10.66666666666665,53.775811908810326
10.708333333333316,53.775811908810326
10.749999999999982,53.775811908810326
10.791666666666648,53.775811908810326
10.833333333333314,53.775811908810326
10.87499999999998,53.775811908810326
10.916666666666647,53.775811908810326
10.958333333333313,53.775811908810326
10.999999999999979,53.775811908810326
11.041666666666645,53.775811908810326
11.08333333333331,53.775811908810326
11.124999999999977,53.775811908810326
11.166666666666643,53.775811908810326
11.208333333333309,53.775811908810326
11.249999999999975,53.775811908810326
11.291666666666641,50.0115050751936
11.333333333333307,50.0115050751936
11.374999999999973,50.0115050751936
11.41666666666664,50.0115050751936
11.458333333333306,50.0115050751936
11.499999999999972,50.0115050751936
11.541666666666638,50.0115050751936
11.583333333333304,50.0115050751936
11.62499999999997,50.0115050751936
11.666666666666636,50.0115050751936
11.708333333333302,50.0115050751936
11.749999999999968,50.0115050751936
11.791666666666634,50.0115050751936
11.8333333333333,50.0115050751936
11.874999999999966,50.0115050751936
11.916666666666632,50.0115050751936
11.958333333333298,50.0115050751936
11.999999999999964,50.0115050751936
12.04166666666663,50.0115050751936
12.083333333333297,50.0115050751936
12.124999999999963,50.0115050751936
12.166666666666629,50.0115050751936
12.208333333333295,50.0115050751936
12.249999999999961,50.0115050751936
12.291666666666627,50.0115050751936
12.333333333333293,50.0115050751936
12.37499999999996,50.0115050751936
12.416666666666625,50.0115050751936
12.458333333333291,50.0115050751936
12.499999999999957,50.0115050751936
12.541666666666623,50.0115050751936
12.58333333333329,50.0115050751936
12.624999999999956,50.0115050751936
12.666666666666622,50.0115050751936
12.708333333333288,50.0115050751936
12.749999999999954,50.0115050751936
12.79166666666662,50.0115050751936
12.833333333333286,50.0115050751936
12.874999999999952,50.0115050751936
12.916666666666618,50.0115050751936
