Time,Lambda = 0.1 & Alpha = 0.12
0.0,100.0
0.041666666666666664,100.05537601599178
0.08333333333333333,100.11058276031774
0.125,100.16562053089989
0.16666666666666666,100.2204896267639
0.20833333333333331,100.27519034802478
0.24999999999999997,97.05929796464615
0.29166666666666663,93.28172829183906
0.3333333333333333,93.35600389421366
0.375,93.43008829927686
0.4166666666666667,93.50398160372718
0.45833333333333337,93.57768390707403
0.5,93.65119531162046
0.5416666666666666,93.72451592244587
0.5833333333333333,93.79764584738872
0.6249999999999999,93.87058519702917
0.6666666666666665,93.94333408467175
0.7083333333333331,94.01589262632804
0.7499999999999998,94.08826094069926
0.7916666666666664,94.16043914915893
0.833333333333333,94.23242737573558
0.8749999999999997,94.30422574709517
0.9166666666666663,94.3758343925239
0.9583333333333329,94.44725344391071
0.9999999999999996,94.51848303572993
1.0416666666666663,94.58952330502385
1.083333333333333,94.66037439138532
1.1249999999999998,94.73103643694041
1.1666666666666665,94.80150958633094
1.2083333333333333,94.87179398669711
1.25,90.73715197523812
1.2916666666666667,90.81773792853296
1.3333333333333335,90.89813118080774
1.3750000000000002,90.97833172707611
1.416666666666667,91.0583395657131
1.4583333333333337,91.13815469843914
1.5000000000000004,91.21777713030389
1.5416666666666672,91.29720686967005
1.583333333333334,91.37644392819719
1.6250000000000007,91.45548832082534
1.6666666666666674,91.53434006575876
1.7083333333333341,91.61299918444944
1.7500000000000009,91.6914657015808
1.7916666666666676,91.76973964505099
1.8333333333333344,91.84782104595658
1.875000000000001,91.92570993857579
1.9166666666666679,92.00340636035195
1.9583333333333346,92.08091035187677
2.0000000000000013,92.15822195687373
2.041666666666668,92.23534122218118
2.0833333333333344,92.31226819773568
2.125000000000001,92.389002936555
2.1666666666666674,92.4655454947215
2.208333333333334,92.54189593136495
2.2500000000000004,88.04920521600752
2.291666666666667,88.13595085683232
2.3333333333333335,88.22250583443802
2.375,88.3088700278717
2.4166666666666665,88.395043320018
2.458333333333333,88.48102559758563
2.4999999999999996,88.56681675109385
2.541666666666666,88.65241667485884
2.5833333333333326,88.73782526697994
2.624999999999999,88.82304242932578
2.6666666666666656,88.9080680675204
2.708333333333332,88.9929020909291
2.7499999999999987,89.07754441264444
2.791666666666665,89.16199494947185
2.8333333333333317,89.24625362191543
2.8749999999999982,89.33032035416345
2.9166666666666647,89.4141950740739
2.9583333333333313,89.49787771315984
2.999999999999998,89.58136820657474
3.0416666666666643,89.66466649309774
3.083333333333331,89.7477725151187
3.1249999999999973,89.83068621862336
3.166666666666664,89.91340755317829
3.2083333333333304,89.99593647191577
3.249999999999997,90.07827293151861
3.2916666666666634,85.2319821445355
3.33333333333333,85.324625357472
3.3749999999999964,85.41708372035495
3.416666666666663,85.50935698569104
3.4583333333333295,85.60144491018391
3.499999999999996,85.69334725472487
3.5416666666666625,85.78506378438334
3.583333333333329,85.8765942683972
3.6249999999999956,85.9679384801629
3.666666666666662,86.05909619722567
3.7083333333333286,86.15006720126918
3.749999999999995,86.24085127810548
3.7916666666666616,86.3314482176645
3.833333333333328,86.42185781398352
3.8749999999999947,86.51207986519647
3.916666666666661,86.60211417352316
3.9583333333333277,86.69196054525828
3.9999999999999942,86.78161879076029
4.041666666666661,86.87108872444026
4.083333333333328,86.96037016475039
4.124999999999995,87.04946293417261
4.166666666666662,87.13836685920694
4.208333333333329,87.22708177035967
4.249999999999996,87.31560750213157
4.2916666666666625,82.10337910023286
4.3333333333333295,82.2019018065227
4.3749999999999964,82.30025011527208
4.416666666666663,82.39842363768143
4.45833333333333,82.49642198936098
4.499999999999997,82.59424479032717
4.541666666666664,82.6918916649989
4.583333333333331,82.78936224219349
4.624999999999998,82.88665615512252
4.666666666666665,82.98377304138754
4.708333333333332,83.08071254297535
4.749999999999999,83.1774743062534
4.791666666666666,83.27405798196475
4.833333333333333,83.37046322522293
4.875,83.4666896955067
4.916666666666667,83.56273705665447
4.958333333333334,83.65860497685861
5.000000000000001,83.7542931286596
5.041666666666668,83.84980118893995
5.083333333333335,83.94512883891798
5.125000000000002,84.04027576414136
5.166666666666669,84.13524165448057
5.208333333333336,84.23002620412205
5.250000000000003,84.32462911156134
5.29166666666667,84.41905007959586
5.333333333333337,84.51328881531772
