Time,Lambda = 0.1 & Delta = 0.1
0.0,100.0
0.041666666666666664,100.04149602576982
0.08333333333333333,100.08285374919797
0.125,100.12407350334155
0.16666666666666666,100.16515562142652
0.20833333333333331,100.20610043683875
0.24999999999999997,100.20512884227779
0.29166666666666663,100.15778142543583
0.3333333333333333,100.11067532324819
0.375,100.06380910134004
0.4166666666666667,100.01718133576465
0.45833333333333337,99.97079061290977
0.5,99.92463552940502
0.5416666666666666,99.8787146920304
0.5833333333333333,99.83302671762556
0.6249999999999999,99.78757023300028
0.6666666666666665,99.74234387484577
0.7083333333333331,99.69734628964697
0.7499999999999998,99.65257613359576
0.7916666666666664,99.60803207250513
0.833333333333333,99.5637127817242
0.8749999999999997,99.5196169460543
0.9166666666666663,99.47574325966572
0.9583333333333329,99.43209042601548
0.9999999999999996,99.38865715776599
1.0416666666666663,99.34544217670451
1.083333333333333,99.30244421366342
1.1249999999999998,99.25966200844144
1.1666666666666665,99.21709430972557
1.2083333333333333,99.17473987501396
1.25,99.08216286481122
1.2916666666666667,98.99014239004788
1.3333333333333335,98.89867423888137
1.3750000000000002,98.80775424034661
1.416666666666667,98.71737826386106
1.4583333333333337,98.62754221873705
1.5000000000000004,98.53824205370097
1.5416666666666672,98.44947375641968
1.583333333333334,98.36123335303354
1.6250000000000007,98.27351690769626
1.6666666666666674,98.1863205221213
1.7083333333333341,98.09964033513488
1.7500000000000009,98.01347252223515
1.7916666666666676,97.92781329515792
1.8333333333333344,97.8426589014483
1.875000000000001,97.75800562403865
1.9166666666666679,97.67384978083234
1.9583333333333346,97.59018772429341
2.0000000000000013,97.50701584104212
2.041666666666668,97.42433055145597
2.0833333333333344,97.34212830927656
2.125000000000001,97.2604056012218
2.1666666666666674,97.1791589466035
2.208333333333334,97.09838489695039
2.2500000000000004,96.9644090973588
2.291666666666667,96.8313572800966
2.3333333333333335,96.69922106253244
2.375,96.56799216122282
2.4166666666666665,96.43766239044723
2.458333333333333,96.30822366076949
2.4999999999999996,96.1796679776241
2.541666666666666,96.0519874399278
2.5833333333333326,95.92517423871516
2.624999999999999,95.79922065579824
2.6666666666666656,95.6741190624495
2.708333333333332,95.54986191810762
2.7499999999999987,95.42644176910578
2.791666666666665,95.30385124742182
2.8333333333333317,95.18208306945003
2.8749999999999982,95.06113003479406
2.9166666666666647,94.94098502508035
2.9583333333333313,94.82164100279196
2.999999999999998,94.7030910101223
3.0416666666666643,94.58532816784815
3.083333333333331,94.46834567422195
3.1249999999999973,94.3521368038827
3.166666666666664,94.23669490678522
3.2083333333333304,94.12201340714743
3.249999999999997,94.00808580241518
3.2916666666666634,93.8390512757897
3.33333333333333,93.67132260547083
3.3749999999999964,93.50488615653062
3.416666666666663,93.33972848106536
3.4583333333333295,93.17583631499613
3.499999999999996,93.0131965749347
3.5416666666666625,92.8517963551135
3.583333333333329,92.69162292437798
3.6249999999999956,92.53266372323978
3.666666666666662,92.37490636098956
3.7083333333333286,92.21833861286783
3.749999999999995,92.06294841729263
3.7916666666666616,91.9087238731425
3.833333333333328,91.7556532370937
3.8749999999999947,91.6037249210102
3.916666666666661,91.45292748938549
3.9583333333333277,91.30324965683464
3.9999999999999942,91.15468028563593
4.041666666666661,91.0072083833204
4.083333333333328,90.8608231003087
4.124999999999995,90.71551372759382
4.166666666666662,90.57126969446882
4.208333333333329,90.4280805662987
4.249999999999996,90.28593604233485
4.2916666666666625,90.08762607784362
4.3333333333333295,89.89100453247612
4.3749999999999964,89.69605161986142
4.416666666666663,89.50274785931883
4.45833333333333,89.3110740699715
4.499999999999997,89.12101136499594
4.541666666666664,88.93254114600312
4.583333333333331,88.74564509754816
4.624999999999998,88.56030518176492
4.666666666666665,88.37650363312218
4.708333333333332,88.19422295329838
4.749999999999999,88.01344590617163
4.791666666666666,87.83415551292214
4.833333333333333,87.656335047244
4.875,87.47996803066347
4.916666666666667,87.30503822796115
4.958333333333334,87.1315296426952
5.000000000000001,86.95942651282324
5.041666666666668,86.78871330642016
5.083333333333335,86.6193747174894
5.125000000000002,86.45139566186563
5.166666666666669,86.28476127320613
5.208333333333336,86.11945689906895
5.250000000000003,85.95546809707535
5.29166666666667,85.79278063115487
5.333333333333337,85.63138046787031
5.3750000000000036,85.47125377282144
5.4166666666666705,85.31238690712468
5.4583333333333375,85.15476642396752
5.500000000000004,84.99837906523545
5.541666666666671,84.8432117582098
5.583333333333338,84.68925161233469
5.625000000000005,84.5364859160514
5.666666666666672,84.38490213369867
5.708333333333339,84.23448790247707
5.750000000000006,84.08523102947613
5.791666666666673,83.93711948876266
5.83333333333334,83.79014141852866
5.875000000000007,83.6442851182977
5.916666666666674,83.49953904618802
5.958333333333341,83.35589181623122
6.000000000000008,83.21333219574537
6.041666666666675,83.07184910276074
6.083333333333342,82.9314316034976
6.125000000000009,82.79206890989434
6.166666666666676,82.65375037718495
6.208333333333343,82.51646550152469
6.25000000000001,82.38020391766298
6.291666666666677,82.24495539666201
6.333333333333344,82.11070984366052
6.375000000000011,81.97745729568145
6.416666666666678,81.84518791948236
6.458333333333345,81.71389200944787
6.5000000000000115,81.5835599855232
6.5416666666666785,81.45418239118744
6.5833333333333455,81.32574989146634
6.625000000000012,81.19825327098305
6.666666666666679,81.07168343204648
6.708333333333346,80.94603139277619
6.750000000000013,80.82128828526292
6.79166666666668,80.69744535376431
6.833333333333347,80.57449395293457
6.875000000000014,80.45242554608781
6.916666666666681,80.33123170349391
6.958333333333348,80.2109041007065
7.000000000000015,80.09143451692213
7.041666666666682,79.97281483337021
7.083333333333349,79.85503703173265
7.125000000000016,79.73809319259307
7.166666666666683,79.62197549391446
7.20833333333335,79.50667620954503
7.250000000000017,79.3428893548356
7.291666666666684,79.18045276427767
7.333333333333351,79.0193512016958
7.375000000000018,78.85956965734584
7.416666666666685,78.70109334371998
7.458333333333352,78.54390769144457
7.500000000000019,78.38799834526863
7.541666666666686,78.23335116014053
7.583333333333353,78.0799521973707
7.6250000000000195,77.927787720878
7.6666666666666865,77.7768441935179
7.7083333333333535,77.6271082734902
7.75000000000002,77.4785668108242
7.791666666666687,77.33120684393982
7.833333333333354,77.18501559628214
7.875000000000021,77.03998047302804
7.916666666666688,76.8960890578629
7.958333333333355,76.75332910982569
8.000000000000021,76.6116885602208
8.041666666666687,76.4711555095949
8.083333333333353,76.33171822477722
8.12500000000002,76.19336513598189
8.166666666666686,76.05608483397046
8.208333333333352,75.91986606727363
8.250000000000018,75.73478848775092
8.291666666666684,75.55137503337261
8.33333333333335,75.36960493092457
8.375000000000016,75.18945774950382
8.416666666666682,75.01091339349088
8.458333333333348,74.8339520956948
8.500000000000014,74.65855441066553
8.54166666666668,74.48470120816926
8.583333333333346,74.31237366682174
8.625000000000012,74.14155326787541
8.666666666666679,73.97222178915595
8.708333333333345,73.80436129914402
8.75000000000001,73.63795415119819
8.791666666666677,73.47298297791517
8.833333333333343,73.30943068562345
8.875000000000009,73.14728044900691
8.916666666666675,72.98651570585447
8.958333333333341,72.82712015193269
9.000000000000007,72.66907773597784
9.041666666666673,72.51237265480412
9.08333333333334,72.3569893485251
9.125000000000005,72.2029124958851
9.166666666666671,72.05012700969775
9.208333333333337,71.89861803238882
9.250000000000004,71.69866768707274
9.29166666666667,71.50065088131079
9.333333333333336,71.30454139792884
9.375000000000002,71.11031348958842
9.416666666666668,70.9179418683024
9.458333333333334,70.72740169523011
9.5,70.53866857074347
9.541666666666666,70.35171852475546
9.583333333333332,70.16652800730324
9.624999999999998,69.98307387937787
9.666666666666664,69.80133340399318
9.70833333333333,69.62128423748666
9.749999999999996,69.44290442104524
9.791666666666663,69.2661723724492
9.833333333333329,69.09106687802789
9.874999999999995,68.91756708482065
9.91666666666666,68.74565249293708
9.958333333333327,68.57530294811062
9.999999999999993,68.40649863443993
10.041666666666659,68.23922006731233
10.083333333333325,68.07344808650427
10.124999999999991,67.90916384945339
10.166666666666657,67.7463488246975
10.208333333333323,67.58498478547547
10.24999999999999,67.42505380348538
10.291666666666655,67.21799779815524
10.333333333333321,67.01306265677476
10.374999999999988,66.81021771136905
10.416666666666654,66.60943288045077
10.45833333333332,66.41067865506018
10.499999999999986,66.21392608520176
10.541666666666652,66.01914676666478
10.583333333333318,65.82631282821497
10.624999999999984,65.63539691914534
10.66666666666665,65.44637219717421
10.708333333333316,65.25921231667944
10.749999999999982,65.07389141725791
