Time,Lambda = 0.1 / Alpha = 0.12 / Delta = 0.0
0.0,115.35433070866141
0.041666666666666664,115.35433070866141
0.08333333333333333,115.35433070866141
0.125,115.35433070866141
0.16666666666666666,115.35433070866141
0.20833333333333331,115.35433070866141
0.24999999999999997,115.35433070866141
0.29166666666666663,115.35433070866141
0.3333333333333333,115.35433070866141
0.375,115.35433070866141
0.4166666666666667,115.35433070866141
0.45833333333333337,115.35433070866141
0.5,115.35433070866141
0.5416666666666666,115.35433070866141
0.5833333333333333,115.35433070866141
0.6249999999999999,115.35433070866141
0.6666666666666665,115.35433070866141
0.7083333333333331,115.35433070866141
0.7499999999999998,115.35433070866141
0.7916666666666664,115.35433070866141
0.833333333333333,115.35433070866141
0.8749999999999997,115.35433070866141
0.9166666666666663,115.35433070866141
0.9583333333333329,115.35433070866141
0.9999999999999996,115.35433070866141
1.0416666666666663,115.35433070866141
1.083333333333333,115.35433070866141
1.1249999999999998,115.35433070866141
1.1666666666666665,115.35433070866141
1.2083333333333333,115.35433070866141
1.25,115.35433070866141
1.2916666666666667,115.35433070866141
1.3333333333333335,115.35433070866141
1.3750000000000002,115.35433070866141
1.416666666666667,115.35433070866141
1.4583333333333337,115.35433070866141
1.5000000000000004,115.35433070866141
1.5416666666666672,115.35433070866141
1.583333333333334,115.35433070866141
1.6250000000000007,115.35433070866141
1.6666666666666674,115.35433070866141
1.7083333333333341,115.35433070866141
1.7500000000000009,115.35433070866141
1.7916666666666676,115.35433070866141
1.8333333333333344,115.35433070866141
1.875000000000001,115.35433070866141
1.9166666666666679,115.35433070866141
1.9583333333333346,115.35433070866141
2.0000000000000013,115.35433070866141
2.041666666666668,115.35433070866141
2.0833333333333344,115.35433070866141
2.125000000000001,115.35433070866141
2.1666666666666674,115.35433070866141
2.208333333333334,115.35433070866141
2.2500000000000004,115.35433070866141
2.291666666666667,115.35433070866141
2.3333333333333335,115.35433070866141
2.375,115.35433070866141
2.4166666666666665,115.35433070866141
2.458333333333333,115.35433070866141
2.4999999999999996,115.35433070866141
2.541666666666666,115.35433070866141
2.5833333333333326,115.35433070866141
2.624999999999999,115.35433070866141
2.6666666666666656,115.35433070866141
2.708333333333332,115.35433070866141
2.7499999999999987,115.35433070866141
2.791666666666665,115.35433070866141
2.8333333333333317,115.35433070866141
2.8749999999999982,115.35433070866141
2.9166666666666647,115.35433070866141
2.9583333333333313,115.35433070866141
2.999999999999998,115.35433070866141
3.0416666666666643,115.35433070866141
3.083333333333331,115.35433070866141
3.1249999999999973,115.35433070866141
3.166666666666664,115.35433070866141
3.2083333333333304,115.35433070866141
3.249999999999997,115.35433070866141
3.2916666666666634,115.35433070866141
3.33333333333333,115.35433070866141
3.3749999999999964,115.35433070866141
3.416666666666663,115.35433070866141
3.4583333333333295,115.35433070866141
3.499999999999996,115.35433070866141
3.5416666666666625,115.35433070866141
3.583333333333329,115.35433070866141
3.6249999999999956,115.35433070866141
3.666666666666662,115.35433070866141
3.7083333333333286,115.35433070866141
3.749999999999995,115.35433070866141
3.7916666666666616,115.35433070866141
3.833333333333328,115.35433070866141
3.8749999999999947,115.35433070866141
3.916666666666661,115.35433070866141
3.9583333333333277,115.35433070866141
3.9999999999999942,115.35433070866141
4.041666666666661,115.35433070866141
4.083333333333328,115.35433070866141
4.124999999999995,115.35433070866141
4.166666666666662,115.35433070866141
4.208333333333329,115.35433070866141
4.249999999999996,115.35433070866141
4.2916666666666625,115.35433070866141
4.3333333333333295,115.35433070866141
4.3749999999999964,115.35433070866141
4.416666666666663,115.35433070866141
4.45833333333333,115.35433070866141
4.499999999999997,115.35433070866141
4.541666666666664,115.35433070866141
4.583333333333331,115.35433070866141
4.624999999999998,115.35433070866141
4.666666666666665,115.35433070866141
4.708333333333332,115.35433070866141
4.749999999999999,115.35433070866141
