Time,Lambda = 0.5
0.0,0.1
0.041666666666666664,0.10210303675545637
0.08333333333333333,0.10425025499328391
0.125,0.10644258093512272
0.16666666666666666,0.10868096013658118
0.20833333333333331,0.11096635788726907
0.24999999999999997,0.11329975961895657
0.29166666666666663,0.115682171322018
0.3333333333333333,0.11811461997032137
0.375,0.12059815395472834
0.4166666666666667,0.1231338435253715
0.45833333333333337,0.12572278124287922
0.5,0.12836608243872102
0.5416666666666666,0.13106488568484956
0.5833333333333333,0.13382035327281838
0.6249999999999999,0.13663367170255739
0.6666666666666665,0.13950605218099157
0.7083333333333331,0.14243873113069128
0.7499999999999998,0.1454329707087454
0.7916666666666664,0.1484900593360529
0.833333333333333,0.1516113122372299
0.8749999999999997,0.15479807199133452
0.9166666666666663,0.15805170909361335
0.9583333333333329,0.1613736225284781
0.9999999999999996,0.16476524035392345
1.0416666666666663,0.16822802029760114
1.083333333333333,0.1717634503647682
1.1249999999999998,0.17537304945833132
1.1666666666666665,0.17905836801121208
1.2083333333333333,0.18282098863126206
1.25,0.18666252675896006
1.2916666666666667,0.19058463133812653
1.3333333333333335,0.19458898549989542
1.3750000000000002,0.19867730726018573
1.416666666666667,0.20285135023091935
1.4583333333333337,0.20711290434523563
1.5000000000000004,0.21146379659695613
1.5416666666666672,0.2159058917945572
1.583333333333334,0.22044109332991088
1.6250000000000007,0.2250713439620601
1.6666666666666674,0.22979862661629497
1.7083333333333341,0.23462496519880321
1.7500000000000009,0.23955242542717042
1.7916666666666676,0.24458311567700874
1.8333333333333344,0.24971918784499778
1.875000000000001,0.2549628382286236
1.9166666666666679,0.26031630842290654
1.9583333333333346,0.2657818862344113
2.0000000000000013,0.2713619066128364
2.041666666666668,0.2770587526004842
2.0833333333333344,0.2828748562999155
2.125000000000001,0.28881269986009656
2.1666666666666674,0.2948748164813496
2.208333333333334,0.30106379143942086
2.2500000000000004,0.30738226312898465
2.291666666666667,0.31383292412690333
2.3333333333333335,0.3204185222755684
2.375,0.3271418617866483
2.4166666666666665,0.33400580436557453
2.458333333333333,0.34101327035709794
2.4999999999999996,0.348167239912251
2.541666666666666,0.35547075417705504
2.5833333333333326,0.3629269165033125
2.624999999999999,0.3705388936818276
2.6666666666666656,0.3783099171984018
2.708333333333332,0.38624328451295054
2.7499999999999987,0.3943423603620917
2.791666666666665,0.40261057808555656
2.8333333333333317,0.41105144097677687
2.8749999999999982,0.4196685236580018
2.9166666666666647,0.42846547348030095
2.9583333333333313,0.43744601194880933
2.999999999999998,0.4466139361735722
3.0416666666666643,0.45597312034634707
3.083333333333331,0.4655275172437214
3.1249999999999973,0.47528115975690305
3.166666666666664,0.4852381624485425
3.2083333333333304,0.495402723136942
3.249999999999997,0.5057791245080088
3.2916666666666634,0.5163717357553066
3.33333333333333,0.5271850142485582
3.3749999999999964,0.5382235072309496
3.416666666666663,0.5494918535455837
3.4583333333333295,0.5609947853914304
3.499999999999996,0.5727371301091115
3.5416666666666625,0.584723811996862
3.583333333333329,0.5969598541569979
3.6249999999999956,0.6094503803732227
3.666666666666662,0.6222006170190908
3.7083333333333286,0.6352158949979487
3.749999999999995,0.648501651714663
3.7916666666666616,0.6620634330794367
3.833333333333328,0.6759068955440101
3.8749999999999947,0.6900378081705315
3.916666666666661,0.7044620547333753
3.9583333333333277,0.7191856358541715
3.9999999999999942,0.7342146711703047
4.041666666666661,0.7495554015371234
4.083333333333328,0.7652141912640916
4.124999999999995,0.7811975303850994
4.166666666666662,0.7975120369631323
4.208333333333329,0.8141644594294896
4.249999999999996,0.8311616789577169
4.2916666666666625,0.8485107118724086
4.3333333333333295,0.8662187120930086
4.3749999999999964,0.8842929736127263
4.416666666666663,0.9027409330126538
4.45833333333333,0.9215701720111571
4.499999999999997,0.9407884200485814
4.541666666666664,0.9604035569072921
4.583333333333331,0.9804236153670403
4.624999999999998,1.0008567838956175
4.666666666666665,1.0217114093747324
4.708333333333332,1.042995999861008
4.749999999999999,1.0647192273819726
4.791666666666666,1.0868899307668685
4.833333333333333,1.109517118512084
4.875,1.1326099716809546
4.916666666666667,1.156177846837657
4.958333333333334,1.180230279014864
5.000000000000001,1.204776984714789
5.041666666666668,1.2298278649431982
5.083333333333335,1.2553930082759253
5.125000000000002,1.2814826939573605
5.166666666666669,1.3081073950303432
5.208333333333336,1.3352777814968229
5.250000000000003,1.3630047235085947
5.29166666666667,1.3912992945873597
5.333333333333337,1.4201727748732818
5.3750000000000036,1.4496366544011616
5.4166666666666705,1.4797026364032646
5.4583333333333375,1.5103826406377705
5.500000000000004,1.5416888067417376
5.541666666666671,1.5736334976073885
5.583333333333338,1.6062293027804468
5.625000000000005,1.6394890418791628
5.666666666666672,1.6734257680325764
5.708333333333339,1.7080527713364737
5.750000000000006,1.7433835823253943
5.791666666666673,1.7794319754589407
5.83333333333334,1.8162119726205446
5.875000000000007,1.8537378466267251
5.916666666666674,1.892024124744767
5.958333333333341,1.9310855922166286
6.000000000000008,1.9709372957867588
6.041666666666675,2.01159454723139
6.083333333333342,2.0530729268867285
6.125000000000009,2.0953882871733365
6.166666666666676,2.138556756113857
6.208333333333343,2.1825947408410884
6.25000000000001,2.2275189310932597
6.291666666666677,2.273346302693217
6.333333333333344,2.32009412100805
6.375000000000011,2.367779944385545
6.416666666666678,2.4164216275636616
6.458333333333345,2.4660373250490677
6.5000000000000115,2.5166454944605805
6.5416666666666785,2.5682648998331734
6.5833333333333455,2.620914614878028
6.625000000000012,2.6746140261938947
6.666666666666679,2.7293828364248456
6.708333333333346,2.7852410673592756
6.750000000000013,2.8422090629648054
6.79166666666668,2.900307492353524
6.833333333333347,2.959557352671771
6.875000000000014,3.019979971908448
6.916666666666681,3.081597011615591
6.958333333333348,3.1444304695347225
7.000000000000015,3.208502682122232
7.041666666666682,3.2738363269668
7.083333333333349,3.340454425091614
7.125000000000016,3.4083803431338766
7.166666666666683,3.4776377953938273
7.20833333333335,3.5482508457452444
7.250000000000017,3.620243909399105
7.291666666666684,3.6936417545118148
7.333333333333351,3.768469503629137
7.375000000000018,3.844752634956652
7.416666666666685,3.922516983447306
7.458333333333352,4.001788741696314
7.500000000000019,4.082594460633364
7.541666666666686,4.164961050001825
7.583333333333353,4.248915778614296
7.6250000000000195,4.334486274373596
7.6666666666666865,4.421700524047957
7.7083333333333535,4.510586872788902
7.75000000000002,4.601174023379957
7.791666666666687,4.693491035204123
7.833333333333354,4.787567322917633
7.875000000000021,4.883432654817317
7.916666666666688,4.981117150888557
7.958333333333355,5.080651280520543
8.000000000000021,5.182065859875258
8.041666666666687,5.2853920488963455
8.083333333333353,5.390661347943746
8.12500000000002,5.497905594039725
8.166666666666686,5.607156956711673
8.208333333333352,5.718447933416802
8.250000000000018,5.831811344533656
8.291666666666684,5.9472803279051245
8.33333333333335,6.064888332917438
8.375000000000016,6.184669114099459
8.416666666666682,6.3066567242264195
8.458333333333348,6.4308855069120545
8.500000000000014,6.557390088673037
8.54166666666668,6.6862053704494295
8.583333333333346,6.817366518564851
8.625000000000012,6.9509089551099565
8.666666666666679,7.086868347732816
8.708333333333345,7.2252805988197935
8.75000000000001,7.3661818340505265
8.791666666666677,7.509608390310704
8.833333333333343,7.655596802946419
8.875000000000009,7.804183792344028
8.916666666666675,7.955406249819627
8.958333333333341,8.109301222802454
9.000000000000007,8.265905899296833
9.041666666666673,8.425257591607545
9.08333333333334,8.587393719313928
9.125000000000005,8.752351791478349
9.166666666666671,8.920169388075228
9.208333333333337,9.090884140627288
9.250000000000004,9.264533712036283
9.29166666666667,9.441155775596103
9.333333333333336,9.620787993176892
9.375000000000002,9.803467992569528
9.416666666666668,9.98923334398072
9.458333333333334,10.178121535669826
9.5,10.370169948719546
9.541666666666666,10.565415830933638
9.583333333333332,10.763896269855959
9.624999999999998,10.965648164906382
9.666666666666664,11.17070819863035
9.70833333333333,11.379112807060281
9.749999999999996,11.59089814918842
9.791666666666663,11.80610007555236
9.833333333333329,12.024754095935913
9.874999999999995,12.246895346189955
9.91666666666666,12.4725585541794
9.958333333333327,12.701778004864542
9.999999999999993,12.93458750452684
10.041666666666659,13.171020344151325
10.083333333333325,13.411109261979892
10.124999999999991,13.654886405252034
10.166666666666657,13.902383291151763
10.208333333333323,14.15363076698192
10.24999999999999,14.408658969589483
10.291666666666655,14.667497284068036
10.333333333333321,14.930174301766135
10.374999999999988,15.196717777632985
10.416666666666654,15.467154586935575
10.45833333333332,15.741510681384174
10.499999999999986,16.01981104470599
10.541666666666652,16.30207964770962
10.583333333333318,16.588339402885875
10.624999999999984,16.878612118593566
10.66666666666665,17.172918452881742
10.708333333333316,17.47127786700296
10.749999999999982,17.773708578675183
10.791666666666648,18.08022751515284
10.833333333333314,18.390850266170727
10.87499999999998,18.705591036827343
10.916666666666647,19.024462600477193
10.958333333333313,19.347476251704624
10.999999999999979,19.674641759454556
11.041666666666645,20.00596732039826
11.08333333333331,20.34145951261517
11.124999999999977,20.68112324967425
11.166666666666643,21.02496173520106
11.208333333333309,21.372976418018997
11.249999999999975,21.72516694795559
11.291666666666641,22.08153113240676
11.333333333333307,22.44206489375405
11.374999999999973,22.806762227731497
11.41666666666664,23.175615162840582
11.458333333333306,23.54861372091303
11.499999999999972,23.925745878922392
11.541666666666638,24.306997532146426
11.583333333333304,24.692352458782864
11.62499999999997,25.081792286121672
11.666666666666636,25.475296458377127
11.708333333333302,25.872842206282833
11.749999999999968,26.27440451855248
11.791666666666634,26.679956115308354
11.8333333333333,27.08946742357861
11.874999999999966,27.502906554962976
11.916666666666632,27.920239285564715
11.958333333333298,28.34142903828486
11.999999999999964,28.766436867572054
12.04166666666663,29.19522144671872
12.083333333333297,29.627739057791185
12.124999999999963,30.06394358427777
12.166666666666629,30.503786506535114
12.208333333333295,30.94721690010874
12.249999999999961,31.394181436999297
12.291666666666627,31.844624389941014
12.333333333333293,32.298487639753624
12.37499999999996,32.75571068582333
12.416666666666625,33.2162306597626
12.458333333333291,33.67998234229218
12.499999999999957,34.146898183382135
12.541666666666623,34.61690832568212
12.58333333333329,35.089940631263595
12.624999999999956,35.56592071168972
12.666666666666622,36.044771961420665
12.708333333333288,36.52641559455473
12.749999999999954,37.01077068489726
12.79166666666662,37.497754209341466
12.833333333333286,37.98728109453691
12.874999999999952,38.47926426681312
12.916666666666618,38.973614705317196
12.958333333333284,39.47024149831612
12.99999999999995,39.96905190260558
13.041666666666616,40.46995140595917
13.083333333333282,40.972843792543024
13.124999999999948,41.4776312112129
13.166666666666615,41.98421424660253
13.20833333333328,42.492491992904036
13.249999999999947,43.00236213023346
13.291666666666613,43.513721003466785
13.333333333333279,44.026463703424824
13.374999999999945,44.54048415027786
13.416666666666611,45.055675179034914
13.458333333333277,45.57192862697553
13.499999999999943,46.08913542287662
13.54166666666661,46.60718567788102
13.583333333333275,47.12596877784944
13.624999999999941,47.645373477033154
13.666666666666607,48.16528799290029
13.708333333333274,48.68560010194508
13.74999999999994,49.206197236306586
13.791666666666606,49.72696658102051
13.833333333333272,50.24779517172608
13.874999999999938,50.76856999264804
13.916666666666604,51.28917807467364
13.95833333333327,51.80950659334345
13.999999999999936,52.32944296657568
14.041666666666602,52.84887495194416
14.083333333333268,53.36769074333187
14.124999999999934,53.88577906678339
14.1666666666666,54.40302927538286
14.208333333333266,54.919331442986326
14.249999999999932,55.434576456641594
14.291666666666599,55.94865610753234
14.333333333333265,56.46146318028803
14.37499999999993,56.97289154050621
14.416666666666597,57.48283622033916
14.458333333333263,57.99119350200278
14.499999999999929,58.497860999072046
14.541666666666595,59.002737735433726
14.583333333333261,59.50572422177434
14.624999999999927,60.00672252948833
14.666666666666593,60.50563636189928
14.70833333333326,61.00237112269436
14.749999999999925,61.4968339814807
14.791666666666591,61.98893393637998
14.833333333333258,62.478581873586315
14.874999999999924,62.96569062382036
14.91666666666659,63.450175015621625
14.958333333333256,63.93195192542875
